Time,"Intake air temperature","Air mass flow","Target air mass flow","Lambda actual value","Coolant temperature","Current battery voltage","Oil pressure","Oil temperature","Boost pressure"
354.901,123.80,12.00,13.50,3.13,222.73,14880.00,2.69,222.80,0.09
355.141,123.80,12.00,13.50,3.13,222.73,14880.00,2.69,222.80,0.03
355.381,125.15,12.00,13.50,3.13,222.73,14880.00,2.69,222.80,0.03
355.623,125.15,8.00,13.50,3.13,222.73,14880.00,2.69,222.80,0.03
355.861,125.15,8.00,10.50,3.13,222.73,14880.00,2.69,222.80,0.03
356.101,125.15,8.00,10.50,6.51,222.73,14880.00,2.69,222.80,0.03
356.371,125.15,8.00,10.50,6.51,223.81,14880.00,2.69,222.80,0.03
356.611,125.15,8.00,10.50,6.51,223.81,14900.00,2.69,222.80,0.03
356.851,125.15,8.00,10.50,6.51,223.81,14900.00,2.55,222.80,0.03
357.091,125.15,8.00,10.50,6.51,223.81,14900.00,2.55,222.80,0.03
357.331,125.15,8.00,10.50,6.51,223.81,14900.00,2.55,222.80,0.01
357.571,125.15,8.00,10.50,6.51,223.81,14900.00,2.55,222.80,0.01
357.811,125.15,24.00,10.50,6.51,223.81,14900.00,2.55,222.80,0.01
358.051,125.15,24.00,29.10,6.51,223.81,14900.00,2.55,222.80,0.01
358.291,125.15,24.00,29.10,1.27,223.81,14900.00,2.55,222.80,0.01
358.531,125.15,24.00,29.10,1.27,224.35,14900.00,2.55,222.80,0.01
358.771,125.15,24.00,29.10,1.27,224.35,14900.00,2.55,222.80,0.01
359.011,125.15,24.00,29.10,1.27,224.35,14900.00,2.47,222.80,0.01
359.251,125.15,24.00,29.10,1.27,224.35,14900.00,2.47,222.80,0.01
359.491,125.15,24.00,29.10,1.27,224.35,14900.00,2.47,222.80,0.01
359.731,126.50,24.00,29.10,1.27,224.35,14900.00,2.47,222.80,0.01
359.971,126.50,8.00,29.10,1.27,224.35,14900.00,2.47,222.80,0.01
360.211,126.50,8.00,10.00,1.27,224.35,14900.00,2.47,222.80,0.01
360.451,126.50,8.00,10.00,3.30,224.35,14900.00,2.47,222.80,0.01
360.691,126.50,8.00,10.00,3.30,224.35,14900.00,2.47,222.80,0.01
360.931,126.50,8.00,10.00,3.30,224.35,14900.00,2.47,222.80,0.01
361.171,126.50,8.00,10.00,3.30,224.35,14900.00,2.75,222.80,0.01
361.411,126.50,8.00,10.00,3.30,224.35,14900.00,2.75,222.80,0.01
361.651,126.50,8.00,10.00,3.30,224.35,14900.00,2.75,222.80,0.01
361.891,126.50,8.00,10.00,3.30,224.35,14900.00,2.75,222.80,0.01
362.131,126.50,8.00,10.00,3.30,224.35,14900.00,2.75,222.80,0.01
362.371,126.50,8.00,9.70,3.30,224.35,14900.00,2.75,222.80,0.01
362.611,126.50,8.00,9.70,9.23,224.35,14900.00,2.75,222.80,0.01
362.851,126.50,8.00,9.70,9.23,223.99,14900.00,2.75,222.80,0.01
363.091,126.50,8.00,9.70,9.23,223.99,14880.00,2.75,222.80,0.01
363.331,126.50,8.00,9.70,9.23,223.99,14880.00,2.57,222.80,0.01
363.571,126.50,8.00,9.70,9.23,223.99,14880.00,2.57,222.80,0.01
363.811,126.50,8.00,9.70,9.23,223.99,14880.00,2.57,222.80,0.01
364.051,126.50,8.00,9.70,9.23,223.99,14880.00,2.57,222.80,0.01
364.291,126.50,8.00,9.70,9.23,223.99,14880.00,2.57,222.80,0.01
364.531,126.50,8.00,10.30,9.23,223.99,14880.00,2.57,222.80,0.01
364.771,126.50,8.00,10.30,10.40,223.99,14880.00,2.57,222.80,0.01
365.011,126.50,8.00,10.30,10.40,223.45,14880.00,2.57,222.80,0.01
365.251,126.50,8.00,10.30,10.40,223.45,14880.00,2.57,222.80,0.01
365.491,126.50,8.00,10.30,10.40,223.45,14880.00,2.64,222.80,0.01
365.731,126.50,8.00,10.30,10.40,223.45,14880.00,2.64,222.80,0.01
365.971,126.50,8.00,10.30,10.40,223.45,14880.00,2.64,222.80,0.01
366.211,126.50,8.00,10.30,10.40,223.45,14880.00,2.64,222.80,0.01
366.451,126.50,8.00,10.30,10.40,223.45,14880.00,2.64,222.80,0.01
366.691,126.50,8.00,11.60,10.40,223.45,14880.00,2.64,222.80,0.01
366.931,126.50,8.00,11.60,16.00,223.45,14880.00,2.64,222.80,0.01
367.171,126.50,8.00,11.60,16.00,222.55,14880.00,2.64,222.80,0.01
367.411,126.50,8.00,11.60,16.00,222.55,14880.00,2.64,222.80,0.01
367.651,126.50,8.00,11.60,16.00,222.55,14880.00,2.53,222.80,0.01
367.891,126.50,8.00,11.60,16.00,222.55,14880.00,2.53,222.80,0.01
368.131,126.50,8.00,11.60,16.00,222.55,14880.00,2.53,222.80,0.03
368.371,126.50,8.00,11.60,16.00,222.55,14880.00,2.53,222.80,0.03
368.611,126.50,12.00,11.60,16.00,222.55,14880.00,2.53,222.80,0.03
368.851,126.50,12.00,11.50,16.00,222.55,14880.00,2.53,222.80,0.03
369.092,126.50,12.00,11.50,0.93,222.55,14880.00,2.53,222.80,0.03
369.331,126.50,12.00,11.50,0.93,221.65,14880.00,2.53,222.80,0.03
369.572,126.50,12.00,11.50,0.93,221.65,14820.00,2.53,222.80,0.03
369.811,126.50,12.00,11.50,0.93,221.65,14820.00,2.57,222.80,0.03
370.051,126.50,12.00,11.50,0.93,221.65,14820.00,2.57,222.80,0.03
370.291,126.50,12.00,11.50,0.93,221.65,14820.00,2.57,222.80,0.04
370.531,126.50,12.00,11.50,0.93,221.65,14820.00,2.57,222.80,0.04
370.771,126.50,56.00,11.50,0.93,221.65,14820.00,2.57,222.80,0.04
371.011,126.50,56.00,59.30,0.93,221.65,14820.00,2.57,222.80,0.04
371.251,126.50,56.00,59.30,0.96,221.65,14820.00,2.57,222.80,0.04
371.491,126.50,56.00,59.30,0.96,220.93,14820.00,2.57,222.80,0.04
371.731,126.50,56.00,59.30,0.96,220.93,14900.00,2.57,222.80,0.04
371.971,126.50,56.00,59.30,0.96,220.93,14900.00,2.68,222.80,0.04
372.211,126.50,56.00,59.30,0.96,220.93,14900.00,2.68,222.80,0.04
372.451,126.50,56.00,59.30,0.96,220.93,14900.00,2.68,222.80,0.20
372.691,125.15,56.00,59.30,0.96,220.93,14900.00,2.68,222.80,0.20
372.931,125.15,88.00,59.30,0.96,220.93,14900.00,2.68,222.80,0.20
373.171,125.15,88.00,90.20,0.96,220.93,14900.00,2.68,222.80,0.20
373.411,125.15,88.00,90.20,1.05,220.93,14900.00,2.68,222.80,0.20
373.651,125.15,88.00,90.20,1.05,220.57,14900.00,2.68,222.80,0.20
373.891,125.15,88.00,90.20,1.05,220.57,14940.00,2.68,222.80,0.20
374.131,125.15,88.00,90.20,1.05,220.57,14940.00,2.61,222.80,0.20
374.371,125.15,88.00,90.20,1.05,220.57,14940.00,2.61,222.80,0.20
374.611,125.15,88.00,90.20,1.05,220.57,14940.00,2.61,222.80,0.17
374.851,125.15,88.00,90.20,1.05,220.57,14940.00,2.61,222.80,0.17
375.091,125.15,8.00,90.20,1.05,220.57,14940.00,2.61,222.80,0.17
375.331,125.15,8.00,12.30,1.05,220.57,14940.00,2.61,222.80,0.17
375.571,125.15,8.00,12.30,1.67,220.57,14940.00,2.61,222.80,0.17
375.811,125.15,8.00,12.30,1.67,220.57,14940.00,2.61,222.80,0.17
376.051,125.15,8.00,12.30,1.67,220.57,14880.00,2.61,222.80,0.17
376.291,125.15,8.00,12.30,1.67,220.57,14880.00,2.63,222.80,0.17
376.531,125.15,8.00,12.30,1.67,220.57,14880.00,2.63,222.80,0.17
376.771,125.15,8.00,12.30,1.67,220.57,14880.00,2.63,222.80,0.03
377.011,126.50,8.00,12.30,1.67,220.57,14880.00,2.63,222.80,0.03
377.251,126.50,8.00,12.30,1.67,220.57,14880.00,2.63,222.80,0.03
377.491,126.50,8.00,11.80,1.67,220.57,14880.00,2.63,222.80,0.03
377.731,126.50,8.00,11.80,7.85,220.57,14880.00,2.63,222.80,0.03
377.971,126.50,8.00,11.80,7.85,220.75,14880.00,2.63,222.80,0.03
378.211,126.50,8.00,11.80,7.85,220.75,14940.00,2.63,222.80,0.03
378.451,126.50,8.00,11.80,7.85,220.75,14940.00,2.64,222.80,0.03
378.691,126.50,8.00,11.80,7.85,220.75,14940.00,2.64,222.80,0.03
378.931,126.50,8.00,11.80,7.85,220.75,14940.00,2.64,222.80,0.02
379.171,126.50,8.00,11.80,7.85,220.75,14940.00,2.64,222.80,0.02
379.411,126.50,8.00,11.80,7.85,220.75,14940.00,2.64,222.80,0.02
379.651,126.50,8.00,10.80,7.85,220.75,14940.00,2.64,222.80,0.02
379.891,126.50,8.00,10.80,10.50,220.75,14940.00,2.64,222.80,0.02
380.131,126.50,8.00,10.80,10.50,220.75,14940.00,2.64,222.80,0.02
380.371,126.50,8.00,10.80,10.50,220.75,14900.00,2.64,222.80,0.02
380.611,126.50,8.00,10.80,10.50,220.75,14900.00,2.45,222.80,0.02
380.851,126.50,8.00,10.80,10.50,220.75,14900.00,2.45,222.80,0.02
381.091,126.50,8.00,10.80,10.50,220.75,14900.00,2.45,222.80,0.01
381.331,127.85,8.00,10.80,10.50,220.75,14900.00,2.45,222.80,0.01
381.571,127.85,24.00,10.80,10.50,220.75,14900.00,2.45,222.80,0.01
381.811,127.85,24.00,33.20,10.50,220.75,14900.00,2.45,222.80,0.01
382.051,127.85,24.00,33.20,1.02,220.75,14900.00,2.45,222.80,0.01
382.291,127.85,24.00,33.20,1.02,220.39,14900.00,2.45,222.80,0.01
382.531,127.85,24.00,33.20,1.02,220.39,14900.00,2.45,222.80,0.01
382.771,127.85,24.00,33.20,1.02,220.39,14900.00,2.41,222.80,0.01
383.011,127.85,24.00,33.20,1.02,220.39,14900.00,2.41,222.80,0.01
383.251,127.85,24.00,33.20,1.02,220.39,14900.00,2.41,222.80,0.02
383.491,126.50,24.00,33.20,1.02,220.39,14900.00,2.41,222.80,0.02
383.731,126.50,8.00,33.20,1.02,220.39,14900.00,2.41,222.80,0.02
383.971,126.50,8.00,10.50,1.02,220.39,14900.00,2.41,222.80,0.02
384.211,126.50,8.00,10.50,1.09,220.39,14900.00,2.41,222.80,0.02
384.451,126.50,8.00,10.50,1.09,219.85,14900.00,2.41,222.80,0.02
384.691,126.50,8.00,10.50,1.09,219.85,14900.00,2.41,222.80,0.02
384.931,126.50,8.00,10.50,1.09,219.85,14900.00,2.64,222.80,0.02
385.171,126.50,8.00,10.50,1.09,219.85,14900.00,2.64,222.80,0.02
385.411,126.50,8.00,10.50,1.09,219.85,14900.00,2.64,222.80,0.01
385.651,127.85,8.00,10.50,1.09,219.85,14900.00,2.64,222.80,0.01
385.891,127.85,8.00,10.50,1.09,219.85,14900.00,2.64,222.80,0.01
386.131,127.85,8.00,26.20,1.09,219.85,14900.00,2.64,222.80,0.01
386.371,127.85,8.00,26.20,2.39,219.85,14900.00,2.64,222.80,0.01
386.611,127.85,8.00,26.20,2.39,219.31,14900.00,2.64,222.80,0.01
386.851,127.85,8.00,26.20,2.39,219.31,14900.00,2.64,222.80,0.01
387.091,127.85,8.00,26.20,2.39,219.31,14900.00,2.69,222.80,0.01
387.331,127.85,8.00,26.20,2.39,219.31,14900.00,2.69,222.80,0.01
387.571,127.85,8.00,26.20,2.39,219.31,14900.00,2.69,222.80,0.05
387.811,126.50,8.00,26.20,2.39,219.31,14900.00,2.69,222.80,0.05
388.051,126.50,12.00,26.20,2.39,219.31,14900.00,2.69,222.80,0.05
388.291,126.50,12.00,12.30,2.39,219.31,14900.00,2.69,222.80,0.05
388.531,126.50,12.00,12.30,1.03,219.31,14900.00,2.69,222.80,0.05
388.771,126.50,12.00,12.30,1.03,218.77,14900.00,2.69,222.80,0.05
389.011,126.50,12.00,12.30,1.03,218.77,14840.00,2.69,222.80,0.05
389.251,126.50,12.00,12.30,1.03,218.77,14840.00,2.61,222.80,0.05
389.491,126.50,12.00,12.30,1.03,218.77,14840.00,2.61,222.80,0.05
389.731,126.50,12.00,12.30,1.03,218.77,14840.00,2.61,222.80,0.03
389.971,126.50,12.00,12.30,1.03,218.77,14840.00,2.61,222.80,0.03
390.211,126.50,52.00,12.30,1.03,218.77,14840.00,2.61,222.80,0.03
390.451,126.50,52.00,55.20,1.03,218.77,14840.00,2.61,222.80,0.03
390.691,126.50,52.00,55.20,0.91,218.77,14840.00,2.61,222.80,0.03
390.932,126.50,52.00,55.20,0.91,218.41,14840.00,2.61,222.80,0.03
391.201,126.50,52.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.03
391.441,126.50,52.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.03
391.681,126.50,52.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.03
391.921,126.50,52.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.13
392.161,126.50,52.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.13
392.431,126.50,80.00,55.20,0.91,218.41,14880.00,2.61,222.80,0.13
392.671,126.50,80.00,80.70,0.91,218.41,14880.00,2.61,222.80,0.13
392.911,126.50,80.00,80.70,0.97,218.41,14880.00,2.61,222.80,0.13
393.151,126.50,80.00,80.70,0.97,217.87,14880.00,2.61,222.80,0.13
393.391,126.50,80.00,80.70,0.97,217.87,14840.00,2.61,222.80,0.13
393.631,126.50,80.00,80.70,0.97,217.87,14840.00,2.36,222.80,0.13
393.871,126.50,80.00,80.70,0.97,217.87,14840.00,2.36,222.80,0.13
394.111,126.50,80.00,80.70,0.97,217.87,14840.00,2.36,222.80,0.13
394.351,125.15,80.00,80.70,0.97,217.87,14840.00,2.36,222.80,0.13
394.591,125.15,76.00,80.70,0.97,217.87,14840.00,2.36,222.80,0.13
394.831,125.15,76.00,80.60,0.97,217.87,14840.00,2.36,222.80,0.13
395.071,125.15,76.00,80.60,0.99,217.87,14840.00,2.36,222.80,0.13
395.311,125.15,76.00,80.60,0.99,217.69,14840.00,2.36,222.80,0.13
395.551,125.15,76.00,80.60,0.99,217.69,14840.00,2.36,222.80,0.13
395.791,125.15,76.00,80.60,0.99,217.69,14840.00,2.66,222.80,0.13
396.061,125.15,76.00,80.60,0.99,217.69,14840.00,2.66,222.80,0.13
396.301,125.15,76.00,80.60,0.99,217.69,14840.00,2.66,222.80,0.07
396.541,125.15,76.00,80.60,0.99,217.69,14840.00,2.66,222.80,0.07
396.781,125.15,8.00,80.60,0.99,217.69,14840.00,2.66,222.80,0.07
397.051,125.15,8.00,43.30,0.99,217.69,14840.00,2.66,222.80,0.07
397.291,125.15,8.00,43.30,1.09,217.69,14840.00,2.66,222.80,0.07
397.531,125.15,8.00,43.30,1.09,218.05,14840.00,2.66,222.80,0.07
397.771,125.15,8.00,43.30,1.09,218.05,14900.00,2.66,222.80,0.07
398.011,125.15,8.00,43.30,1.09,218.05,14900.00,2.67,222.80,0.07
398.251,125.15,8.00,43.30,1.09,218.05,14900.00,2.67,222.80,0.07
398.491,125.15,8.00,43.30,1.09,218.05,14900.00,2.67,222.80,0.11
398.731,126.50,8.00,43.30,1.09,218.05,14900.00,2.67,222.80,0.11
398.971,126.50,8.00,43.30,1.09,218.05,14900.00,2.67,222.80,0.11
399.211,126.50,8.00,11.50,1.09,218.05,14900.00,2.67,222.80,0.11
399.451,126.50,8.00,11.50,1.49,218.05,14900.00,2.67,222.80,0.11
399.691,126.50,8.00,11.50,1.49,218.59,14900.00,2.67,222.80,0.11
399.931,126.50,8.00,11.50,1.49,218.59,14840.00,2.67,222.80,0.11
400.171,126.50,8.00,11.50,1.49,218.59,14840.00,2.42,222.80,0.11
400.411,126.50,8.00,11.50,1.49,218.59,14840.00,2.42,222.80,0.11
400.651,126.50,8.00,11.50,1.49,218.59,14840.00,2.42,222.80,0.03
400.891,126.50,8.00,11.50,1.49,218.59,14840.00,2.42,222.80,0.03
401.131,126.50,8.00,11.50,1.49,218.59,14840.00,2.42,222.80,0.03
401.371,126.50,8.00,10.60,1.49,218.59,14840.00,2.42,222.80,0.03
401.611,126.50,8.00,10.60,7.35,218.59,14840.00,2.42,222.80,0.03
401.851,126.50,8.00,10.60,7.35,218.95,14840.00,2.42,222.80,0.03
402.091,126.50,8.00,10.60,7.35,218.95,14900.00,2.42,222.80,0.03
402.331,126.50,8.00,10.60,7.35,218.95,14900.00,2.46,222.80,0.03
402.571,126.50,8.00,10.60,7.35,218.95,14900.00,2.46,222.80,0.03
402.811,126.50,8.00,10.60,7.35,218.95,14900.00,2.46,222.80,0.01
403.051,127.85,8.00,10.60,7.35,218.95,14900.00,2.46,222.80,0.01
403.291,127.85,12.00,10.60,7.35,218.95,14900.00,2.46,222.80,0.01
403.531,127.85,12.00,28.70,7.35,218.95,14900.00,2.46,222.80,0.01
403.771,127.85,12.00,28.70,1.03,218.95,14900.00,2.46,222.80,0.01
404.011,127.85,12.00,28.70,1.03,219.13,14900.00,2.46,222.80,0.01
404.251,127.85,12.00,28.70,1.03,219.13,14820.00,2.46,222.80,0.01
404.491,127.85,12.00,28.70,1.03,219.13,14820.00,2.68,222.80,0.01
404.731,127.85,12.00,28.70,1.03,219.13,14820.00,2.68,222.80,0.01
404.971,127.85,12.00,28.70,1.03,219.13,14820.00,2.68,222.80,0.18
405.211,126.50,12.00,28.70,1.03,219.13,14820.00,2.68,222.80,0.18
405.451,126.50,184.00,28.70,1.03,219.13,14820.00,2.68,222.80,0.18
405.691,126.50,184.00,220.20,1.03,219.13,14820.00,2.68,222.80,0.18
405.931,126.50,184.00,220.20,1.01,219.13,14820.00,2.68,222.80,0.18
406.171,126.50,184.00,220.20,1.01,218.95,14820.00,2.68,222.80,0.18
406.411,126.50,184.00,220.20,1.01,218.95,14840.00,2.68,222.80,0.18
406.651,126.50,184.00,220.20,1.01,218.95,14840.00,4.10,222.80,0.18
406.891,126.50,184.00,220.20,1.01,218.95,14840.00,4.10,222.80,0.18
407.131,126.50,184.00,220.20,1.01,218.95,14840.00,4.10,222.80,0.50
407.371,125.15,184.00,220.20,1.01,218.95,14840.00,4.10,222.80,0.50
407.611,125.15,180.00,220.20,1.01,218.95,14840.00,4.10,222.80,0.50
407.851,125.15,180.00,170.30,1.01,218.95,14840.00,4.10,222.80,0.50
408.091,125.15,180.00,170.30,1.00,218.95,14840.00,4.10,222.80,0.50
408.331,125.15,180.00,170.30,1.00,218.95,14840.00,4.10,222.80,0.50
408.571,125.15,180.00,170.30,1.00,218.95,14880.00,4.10,222.80,0.50
408.811,125.15,180.00,170.30,1.00,218.95,14880.00,4.24,222.80,0.50
409.051,125.15,180.00,170.30,1.00,218.95,14880.00,4.24,224.60,0.50
409.291,125.15,180.00,170.30,1.00,218.95,14880.00,4.24,224.60,0.14
409.531,125.15,180.00,170.30,1.00,218.95,14880.00,4.24,224.60,0.14
409.772,125.15,68.00,170.30,1.00,218.95,14880.00,4.24,224.60,0.14
410.011,125.15,68.00,61.70,1.00,218.95,14880.00,4.24,224.60,0.14
410.251,125.15,68.00,61.70,0.96,218.95,14880.00,4.24,224.60,0.14
410.491,125.15,68.00,61.70,0.96,219.67,14880.00,4.24,224.60,0.14
410.731,125.15,68.00,61.70,0.96,219.67,14880.00,4.24,224.60,0.14
410.971,125.15,68.00,61.70,0.96,219.67,14880.00,2.69,224.60,0.14
411.211,125.15,68.00,61.70,0.96,219.67,14880.00,2.69,224.60,0.14
411.451,125.15,68.00,61.70,0.96,219.67,14880.00,2.69,224.60,0.04
411.691,125.15,68.00,61.70,0.96,219.67,14880.00,2.69,224.60,0.04
411.931,125.15,8.00,61.70,0.96,219.67,14880.00,2.69,224.60,0.04
412.201,125.15,8.00,12.00,0.96,219.67,14880.00,2.69,224.60,0.04
412.441,125.15,8.00,12.00,4.78,219.67,14880.00,2.69,224.60,0.04
412.681,125.15,8.00,12.00,4.78,220.75,14880.00,2.69,224.60,0.04
412.923,125.15,8.00,12.00,4.78,220.75,14900.00,2.69,224.60,0.04
413.161,125.15,8.00,12.00,4.78,220.75,14900.00,2.58,224.60,0.04
413.401,125.15,8.00,12.00,4.78,220.75,14900.00,2.58,224.60,0.04
413.641,125.15,8.00,12.00,4.78,220.75,14900.00,2.58,224.60,0.02
413.881,126.50,8.00,12.00,4.78,220.75,14900.00,2.58,224.60,0.02
414.123,126.50,8.00,12.00,4.78,220.75,14900.00,2.58,224.60,0.02
414.361,126.50,8.00,11.20,4.78,220.75,14900.00,2.58,224.60,0.02
414.601,126.50,8.00,11.20,9.18,220.75,14900.00,2.58,224.60,0.02
414.841,126.50,8.00,11.20,9.18,221.47,14900.00,2.58,224.60,0.02
415.081,126.50,8.00,11.20,9.18,221.47,14840.00,2.58,224.60,0.02
415.323,126.50,8.00,11.20,9.18,221.47,14840.00,2.50,224.60,0.02
415.561,126.50,8.00,11.20,9.18,221.47,14840.00,2.50,224.60,0.02
415.801,126.50,8.00,11.20,9.18,221.47,14840.00,2.50,224.60,0.01
416.041,126.50,8.00,11.20,9.18,221.47,14840.00,2.50,224.60,0.01
416.281,126.50,8.00,11.20,9.18,221.47,14840.00,2.50,224.60,0.01
416.523,126.50,8.00,21.10,9.18,221.47,14840.00,2.50,224.60,0.01
416.761,126.50,8.00,21.10,4.79,221.47,14840.00,2.50,224.60,0.01
417.001,126.50,8.00,21.10,4.79,221.83,14840.00,2.50,224.60,0.01
417.241,126.50,8.00,21.10,4.79,221.83,14880.00,2.50,224.60,0.01
417.481,126.50,8.00,21.10,4.79,221.83,14880.00,2.57,224.60,0.01
417.723,126.50,8.00,21.10,4.79,221.83,14880.00,2.57,222.80,0.01
417.961,126.50,8.00,21.10,4.79,221.83,14880.00,2.57,222.80,0.08
418.201,126.50,8.00,21.10,4.79,221.83,14880.00,2.57,222.80,0.08
418.471,126.50,116.00,21.10,4.79,221.83,14880.00,2.57,222.80,0.08
418.711,126.50,116.00,116.30,4.79,221.83,14880.00,2.57,222.80,0.08
418.951,126.50,116.00,116.30,0.92,221.83,14880.00,2.57,222.80,0.08
419.224,126.50,116.00,116.30,0.92,221.47,14880.00,2.57,222.80,0.08
419.461,126.50,116.00,116.30,0.92,221.47,14900.00,2.57,222.80,0.08
419.702,126.50,116.00,116.30,0.92,221.47,14900.00,3.13,222.80,0.08
419.941,126.50,116.00,116.30,0.92,221.47,14900.00,3.13,222.80,0.08
420.181,126.50,116.00,116.30,0.92,221.47,14900.00,3.13,222.80,0.29
420.423,125.15,116.00,116.30,0.92,221.47,14900.00,3.13,222.80,0.29
420.661,125.15,92.00,116.30,0.92,221.47,14900.00,3.13,222.80,0.29
420.901,125.15,92.00,14.50,0.92,221.47,14900.00,3.13,222.80,0.29
421.141,125.15,92.00,14.50,0.97,221.47,14900.00,3.13,222.80,0.29
421.381,125.15,92.00,14.50,0.97,221.47,14900.00,3.13,222.80,0.29
421.651,125.15,92.00,14.50,0.97,221.47,14900.00,3.13,222.80,0.29
421.891,125.15,92.00,14.50,0.97,221.47,14900.00,2.78,222.80,0.29
422.131,125.15,92.00,14.50,0.97,221.47,14900.00,2.78,222.80,0.29
422.371,125.15,92.00,14.50,0.97,221.47,14900.00,2.78,222.80,0.06
422.611,126.50,92.00,14.50,0.97,221.47,14900.00,2.78,222.80,0.06
422.851,126.50,56.00,14.50,0.97,221.47,14900.00,2.78,222.80,0.06
423.091,126.50,56.00,63.80,0.97,221.47,14900.00,2.78,222.80,0.06
423.331,126.50,56.00,63.80,0.94,221.47,14900.00,2.78,222.80,0.06
423.571,126.50,56.00,63.80,0.94,221.65,14900.00,2.78,222.80,0.06
423.811,126.50,56.00,63.80,0.94,221.65,14900.00,2.78,222.80,0.06
424.051,126.50,56.00,63.80,0.94,221.65,14900.00,3.19,222.80,0.06
424.291,126.50,56.00,63.80,0.94,221.65,14900.00,3.19,222.80,0.06
424.531,126.50,56.00,63.80,0.94,221.65,14900.00,3.19,222.80,0.29
424.771,125.15,56.00,63.80,0.94,221.65,14900.00,3.19,222.80,0.29
425.011,125.15,144.00,63.80,0.94,221.65,14900.00,3.19,222.80,0.29
425.251,125.15,144.00,144.30,0.94,221.65,14900.00,3.19,222.80,0.29
425.491,125.15,144.00,144.30,1.02,221.65,14900.00,3.19,222.80,0.29
425.732,125.15,144.00,144.30,1.02,221.83,14900.00,3.19,222.80,0.29
425.972,125.15,144.00,144.30,1.02,221.83,14840.00,3.19,222.80,0.29
426.211,125.15,144.00,144.30,1.02,221.83,14840.00,4.05,222.80,0.29
426.451,125.15,144.00,144.30,1.02,221.83,14840.00,4.05,224.60,0.29
426.691,125.15,144.00,144.30,1.02,221.83,14840.00,4.05,224.60,0.33
426.931,125.15,144.00,144.30,1.02,221.83,14840.00,4.05,224.60,0.33
427.171,125.15,16.00,144.30,1.02,221.83,14840.00,4.05,224.60,0.33
427.411,125.15,16.00,34.30,1.02,221.83,14840.00,4.05,224.60,0.33
427.651,125.15,16.00,34.30,1.05,221.83,14840.00,4.05,224.60,0.33
427.891,125.15,16.00,34.30,1.05,222.01,14840.00,4.05,224.60,0.33
428.132,125.15,16.00,34.30,1.05,222.01,14880.00,4.05,224.60,0.33
428.371,125.15,16.00,34.30,1.05,222.01,14880.00,3.17,224.60,0.33
428.612,125.15,16.00,34.30,1.05,222.01,14880.00,3.17,224.60,0.33
428.851,125.15,16.00,34.30,1.05,222.01,14880.00,3.17,224.60,0.17
429.091,125.15,16.00,34.30,1.05,222.01,14880.00,3.17,224.60,0.17
429.331,125.15,12.00,34.30,1.05,222.01,14880.00,3.17,224.60,0.17
429.571,125.15,12.00,37.10,1.05,222.01,14880.00,3.17,224.60,0.17
429.812,125.15,12.00,37.10,1.12,222.01,14880.00,3.17,224.60,0.17
430.051,125.15,12.00,37.10,1.12,222.55,14880.00,3.17,224.60,0.17
430.291,125.15,12.00,37.10,1.12,222.55,14900.00,3.17,224.60,0.17
430.531,125.15,12.00,37.10,1.12,222.55,14900.00,2.73,224.60,0.17
430.771,125.15,12.00,37.10,1.12,222.55,14900.00,2.73,224.60,0.17
431.011,125.15,12.00,37.10,1.12,222.55,14900.00,2.73,224.60,0.05
431.251,125.15,12.00,37.10,1.12,222.55,14900.00,2.73,224.60,0.05
431.491,125.15,84.00,37.10,1.12,222.55,14900.00,2.73,224.60,0.05
431.731,125.15,84.00,87.80,1.12,222.55,14900.00,2.73,224.60,0.05
431.971,125.15,84.00,87.80,1.03,222.55,14900.00,2.73,224.60,0.05
432.211,125.15,84.00,87.80,1.03,222.91,14900.00,2.73,224.60,0.05
432.451,125.15,84.00,87.80,1.03,222.91,14900.00,2.73,224.60,0.05
432.691,125.15,84.00,87.80,1.03,222.91,14900.00,2.86,224.60,0.05
432.931,125.15,84.00,87.80,1.03,222.91,14900.00,2.86,224.60,0.05
433.171,125.15,84.00,87.80,1.03,222.91,14900.00,2.86,224.60,0.22
433.411,125.15,84.00,87.80,1.03,222.91,14900.00,2.86,224.60,0.22
433.651,125.15,88.00,87.80,1.03,222.91,14900.00,2.86,224.60,0.22
433.891,125.15,88.00,73.20,1.03,222.91,14900.00,2.86,224.60,0.22
434.131,125.15,88.00,73.20,0.95,222.91,14900.00,2.86,224.60,0.22
434.371,125.15,88.00,73.20,0.95,223.27,14900.00,2.86,224.60,0.22
434.611,125.15,88.00,73.20,0.95,223.27,14880.00,2.86,224.60,0.22
434.851,125.15,88.00,73.20,0.95,223.27,14880.00,2.59,224.60,0.22
435.091,125.15,88.00,73.20,0.95,223.27,14880.00,2.59,224.60,0.22
435.332,125.15,88.00,73.20,0.95,223.27,14880.00,2.59,224.60,0.06
435.571,125.15,88.00,73.20,0.95,223.27,14880.00,2.59,224.60,0.06
435.811,125.15,36.00,73.20,0.95,223.27,14880.00,2.59,224.60,0.06
436.051,125.15,36.00,13.60,0.95,223.27,14880.00,2.59,224.60,0.06
436.291,125.15,36.00,13.60,0.93,223.27,14880.00,2.59,224.60,0.06
