Time,"Boost pressure","Coolant temperature","Current battery voltage","Intake air temperature","Oil pressure","Oil temperature","Air mass flow","Lambda actual value","Target air mass flow"
52.529,0.09,198.79,14840.00,123.80,3.69,210.20,100.00,1.28,38.60
52.679,0.09,198.79,14840.00,123.80,3.69,210.20,100.00,0.89,38.60
52.829,0.09,198.79,14840.00,123.80,3.69,210.20,100.00,0.89,129.50
52.979,0.06,198.79,14840.00,123.80,3.69,210.20,100.00,0.89,129.50
53.159,0.06,198.25,14840.00,123.80,3.69,210.20,100.00,0.89,129.50
53.309,0.06,198.25,14840.00,123.80,3.69,210.20,100.00,0.89,129.50
53.459,0.06,198.25,14840.00,123.80,3.69,210.20,100.00,0.89,129.50
53.609,0.06,198.25,14840.00,123.80,4.84,210.20,100.00,0.89,129.50
53.760,0.06,198.25,14840.00,123.80,4.84,210.20,100.00,0.89,129.50
53.939,0.06,198.25,14840.00,123.80,4.84,210.20,184.00,0.89,129.50
54.090,0.06,198.25,14840.00,123.80,4.84,210.20,184.00,0.99,129.50
54.239,0.06,198.25,14840.00,123.80,4.84,210.20,184.00,0.99,193.50
54.390,0.13,198.25,14840.00,123.80,4.84,210.20,184.00,0.99,193.50
54.569,0.13,198.25,14840.00,123.80,4.84,210.20,184.00,0.99,193.50
54.720,0.13,198.25,14900.00,123.80,4.84,210.20,184.00,0.99,193.50
54.869,0.13,198.25,14900.00,123.80,4.84,210.20,184.00,0.99,193.50
55.020,0.13,198.25,14900.00,123.80,5.24,210.20,184.00,0.99,193.50
55.169,0.13,198.25,14900.00,123.80,5.24,210.20,184.00,0.99,193.50
55.319,0.13,198.25,14900.00,123.80,5.24,210.20,196.00,0.99,193.50
55.469,0.13,198.25,14900.00,123.80,5.24,210.20,196.00,0.99,193.50
55.620,0.13,198.25,14900.00,123.80,5.24,210.20,196.00,0.99,183.80
55.770,0.20,198.25,14900.00,123.80,5.24,210.20,196.00,0.99,183.80
55.920,0.20,198.43,14900.00,123.80,5.24,210.20,196.00,0.99,183.80
56.070,0.20,198.43,14880.00,123.80,5.24,210.20,196.00,0.99,183.80
56.220,0.20,198.43,14880.00,123.80,5.24,210.20,196.00,0.99,183.80
56.369,0.20,198.43,14880.00,123.80,5.24,210.20,196.00,0.99,183.80
56.520,0.20,198.43,14880.00,123.80,5.24,212.00,196.00,0.99,183.80
56.669,0.20,198.43,14880.00,123.80,5.24,212.00,52.00,0.99,183.80
56.819,0.20,198.43,14880.00,123.80,5.24,212.00,52.00,6.50,183.80
57.000,0.20,198.43,14880.00,123.80,5.24,212.00,52.00,6.50,52.50
57.151,0.13,198.43,14880.00,123.80,5.24,212.00,52.00,6.50,52.50
57.300,0.13,199.15,14880.00,123.80,5.24,212.00,52.00,6.50,52.50
57.451,0.13,199.15,14900.00,123.80,5.24,212.00,52.00,6.50,52.50
57.630,0.13,199.15,14900.00,123.80,5.24,212.00,52.00,6.50,52.50
57.780,0.13,199.15,14900.00,123.80,5.21,212.00,52.00,6.50,52.50
57.929,0.13,199.15,14900.00,123.80,5.21,212.00,52.00,6.50,52.50
58.080,0.13,199.15,14900.00,123.80,5.21,212.00,44.00,6.50,52.50
58.229,0.13,199.15,14900.00,123.80,5.21,212.00,44.00,16.00,52.50
58.410,0.13,199.15,14900.00,123.80,5.21,212.00,44.00,16.00,43.50
58.559,0.10,199.15,14900.00,123.80,5.21,212.00,44.00,16.00,43.50
58.710,0.10,200.77,14900.00,123.80,5.21,212.00,44.00,16.00,43.50
58.859,0.10,200.77,14900.00,123.80,5.21,212.00,44.00,16.00,43.50
59.009,0.10,200.77,14900.00,123.80,5.21,212.00,44.00,16.00,43.50
59.159,0.10,200.77,14900.00,123.80,4.54,212.00,44.00,16.00,43.50
59.310,0.10,200.77,14900.00,123.80,4.54,210.20,44.00,16.00,43.50
59.459,0.10,200.77,14900.00,123.80,4.54,210.20,36.00,16.00,43.50
59.609,0.10,200.77,14900.00,123.80,4.54,210.20,36.00,16.00,43.50
59.759,0.10,200.77,14900.00,123.80,4.54,210.20,36.00,16.00,35.80
59.910,0.09,200.77,14900.00,123.80,4.54,210.20,36.00,16.00,35.80
60.059,0.09,202.21,14900.00,123.80,4.54,210.20,36.00,16.00,35.80
60.209,0.09,202.21,14880.00,123.80,4.54,210.20,36.00,16.00,35.80
60.359,0.09,202.21,14880.00,123.80,4.54,210.20,36.00,16.00,35.80
60.510,0.09,202.21,14880.00,123.80,3.18,210.20,36.00,16.00,35.80
60.660,0.09,202.21,14880.00,123.80,3.18,210.20,36.00,16.00,35.80
60.839,0.09,202.21,14880.00,123.80,3.18,210.20,28.00,16.00,35.80
60.990,0.09,202.21,14880.00,123.80,3.18,210.20,28.00,16.00,35.80
61.141,0.09,202.21,14880.00,123.80,3.18,210.20,28.00,16.00,28.80
61.290,0.07,202.21,14880.00,123.80,3.18,210.20,28.00,16.00,28.80
61.440,0.07,202.93,14880.00,123.80,3.18,210.20,28.00,16.00,28.80
61.590,0.07,202.93,14880.00,123.80,3.18,210.20,28.00,16.00,28.80
61.740,0.07,202.93,14880.00,123.80,3.18,210.20,28.00,16.00,28.80
61.889,0.07,202.93,14880.00,123.80,2.77,210.20,28.00,16.00,28.80
62.039,0.07,202.93,14880.00,123.80,2.77,210.20,28.00,16.00,28.80
62.189,0.07,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,28.80
62.339,0.07,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,28.80
62.489,0.07,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,22.20
62.639,0.05,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,22.20
62.789,0.05,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,22.20
62.939,0.05,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,22.20
63.089,0.05,202.93,14880.00,123.80,2.77,210.20,20.00,16.00,22.20
63.269,0.05,202.93,14880.00,123.80,2.68,210.20,20.00,16.00,22.20
63.419,0.05,202.93,14880.00,123.80,2.68,210.20,20.00,16.00,22.20
63.569,0.05,202.93,14880.00,123.80,2.68,210.20,16.00,16.00,22.20
63.720,0.05,202.93,14880.00,123.80,2.68,210.20,16.00,1.17,22.20
63.869,0.05,202.93,14880.00,123.80,2.68,210.20,16.00,1.17,17.50
64.020,0.03,202.93,14880.00,123.80,2.68,210.20,16.00,1.17,17.50
64.170,0.03,202.03,14880.00,123.80,2.68,210.20,16.00,1.17,17.50
64.319,0.03,202.03,14940.00,123.80,2.68,210.20,16.00,1.17,17.50
64.469,0.03,202.03,14940.00,125.15,2.68,210.20,16.00,1.17,17.50
64.619,0.03,202.03,14940.00,125.15,2.47,210.20,16.00,1.17,17.50
64.769,0.03,202.03,14940.00,125.15,2.47,210.20,16.00,1.17,17.50
64.919,0.03,202.03,14940.00,125.15,2.47,210.20,12.00,1.17,17.50
65.070,0.03,202.03,14940.00,125.15,2.47,210.20,12.00,0.88,17.50
65.219,0.03,202.03,14940.00,125.15,2.47,210.20,12.00,0.88,13.60
65.370,0.02,202.03,14940.00,125.15,2.47,210.20,12.00,0.88,13.60
65.520,0.02,201.13,14940.00,125.15,2.47,210.20,12.00,0.88,13.60
65.670,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.88,13.60
65.852,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.88,13.60
65.999,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.88,13.60
66.152,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.88,13.60
66.299,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.88,13.60
66.452,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.91,13.60
66.599,0.02,201.13,14900.00,125.15,2.47,210.20,12.00,0.91,16.30
66.752,0.01,201.13,14900.00,125.15,2.47,210.20,12.00,0.91,16.30
66.899,0.01,200.23,14900.00,125.15,2.47,210.20,12.00,0.91,16.30
67.052,0.01,200.23,14900.00,125.15,2.47,210.20,12.00,0.91,16.30
67.230,0.01,200.23,14900.00,125.15,2.47,210.20,12.00,0.91,16.30
67.379,0.01,200.23,14900.00,125.15,2.51,210.20,12.00,0.91,16.30
67.530,0.01,200.23,14900.00,125.15,2.51,210.20,12.00,0.91,16.30
67.679,0.01,200.23,14900.00,125.15,2.51,210.20,16.00,0.91,16.30
67.829,0.01,200.23,14900.00,125.15,2.51,210.20,16.00,0.90,16.30
67.979,0.01,200.23,14900.00,125.15,2.51,210.20,16.00,0.90,17.00
68.129,0.01,200.23,14900.00,125.15,2.51,210.20,16.00,0.90,17.00
68.279,0.01,199.69,14900.00,125.15,2.51,210.20,16.00,0.90,17.00
68.429,0.01,199.69,14900.00,125.15,2.51,210.20,16.00,0.90,17.00
68.579,0.01,199.69,14900.00,125.15,2.51,210.20,16.00,0.90,17.00
68.729,0.01,199.69,14900.00,125.15,2.55,210.20,16.00,0.90,17.00
68.879,0.01,199.69,14900.00,125.15,2.55,210.20,16.00,0.90,17.00
69.029,0.01,199.69,14900.00,125.15,2.55,210.20,16.00,0.90,17.00
69.179,0.01,199.69,14900.00,125.15,2.55,210.20,16.00,0.89,17.00
69.329,0.01,199.69,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
69.479,0.00,199.69,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
69.629,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
69.809,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
69.959,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
70.109,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
70.259,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
70.409,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.89,18.50
70.559,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.90,18.50
70.709,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.90,18.00
70.859,0.00,199.51,14900.00,125.15,2.55,210.20,16.00,0.90,18.00
71.009,0.00,199.69,14900.00,125.15,2.55,210.20,16.00,0.90,18.00
71.159,0.00,199.69,14940.00,125.15,2.55,210.20,16.00,0.90,18.00
71.309,0.00,199.69,14940.00,125.15,2.55,210.20,16.00,0.90,18.00
71.459,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.00
71.610,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.00
71.759,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.00
71.909,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.00
72.059,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.30
72.239,0.00,199.69,14940.00,125.15,2.39,210.20,16.00,0.90,18.30
72.389,0.00,199.87,14940.00,125.15,2.39,210.20,16.00,0.90,18.30
72.539,0.00,199.87,14880.00,125.15,2.39,210.20,16.00,0.90,18.30
72.689,0.00,199.87,14880.00,125.15,2.39,210.20,16.00,0.90,18.30
72.839,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.90,18.30
72.989,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.90,18.30
73.139,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.90,18.30
73.289,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.95,18.30
73.439,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.95,19.30
73.652,0.00,199.87,14880.00,125.15,2.52,210.20,16.00,0.95,19.30
73.799,0.00,200.23,14880.00,125.15,2.52,210.20,16.00,0.95,19.30
73.980,0.00,200.23,14840.00,125.15,2.52,210.20,16.00,0.95,19.30
74.129,0.00,200.23,14840.00,125.15,2.52,210.20,16.00,0.95,19.30
74.279,0.00,200.23,14840.00,125.15,2.49,210.20,16.00,0.95,19.30
74.429,0.00,200.23,14840.00,125.15,2.49,210.20,16.00,0.95,19.30
74.579,0.00,200.23,14840.00,125.15,2.49,210.20,20.00,0.95,19.30
74.729,0.00,200.23,14840.00,125.15,2.49,210.20,20.00,0.98,19.30
74.910,0.00,200.23,14840.00,125.15,2.49,210.20,20.00,0.98,21.30
75.060,0.00,200.23,14840.00,125.15,2.49,210.20,20.00,0.98,21.30
75.210,0.00,200.59,14840.00,125.15,2.49,210.20,20.00,0.98,21.30
75.360,0.00,200.59,14840.00,125.15,2.49,210.20,20.00,0.98,21.30
75.510,0.00,200.59,14840.00,125.15,2.49,210.20,20.00,0.98,21.30
75.660,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,0.98,21.30
75.810,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,0.98,21.30
75.960,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,0.98,21.30
76.110,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,1.01,21.30
76.260,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,1.01,23.70
76.410,0.00,200.59,14840.00,125.15,2.44,210.20,20.00,1.01,23.70
76.560,0.00,200.95,14840.00,125.15,2.44,210.20,20.00,1.01,23.70
76.710,0.00,200.95,14840.00,125.15,2.44,210.20,20.00,1.01,23.70
76.862,0.00,200.95,14840.00,125.15,2.44,210.20,20.00,1.01,23.70
77.010,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.01,23.70
77.160,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.01,23.70
77.309,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.01,23.70
77.490,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.02,23.70
77.640,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.02,23.70
77.790,0.00,200.95,14840.00,125.15,2.47,210.20,20.00,1.02,23.70
77.940,0.00,201.49,14840.00,125.15,2.47,210.20,20.00,1.02,23.70
78.089,0.00,201.49,14900.00,125.15,2.47,210.20,20.00,1.02,23.70
78.240,0.00,201.49,14900.00,125.15,2.47,210.20,20.00,1.02,23.70
78.390,0.00,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.70
78.540,0.00,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.70
78.689,0.00,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.70
78.840,0.00,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.70
78.990,0.00,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.60
79.140,0.01,201.49,14900.00,125.15,2.41,210.20,20.00,1.02,23.60
79.351,0.01,201.85,14900.00,125.15,2.41,210.20,20.00,1.02,23.60
79.500,0.01,201.85,14880.00,125.15,2.41,210.20,20.00,1.02,23.60
79.651,0.01,201.85,14880.00,125.15,2.41,210.20,20.00,1.02,23.60
79.800,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.02,23.60
79.951,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.02,23.60
80.100,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.02,23.60
80.251,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
80.400,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
80.551,0.01,201.85,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
80.700,0.01,202.39,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
80.850,0.01,202.39,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
81.000,0.01,202.39,14880.00,125.15,2.50,210.20,20.00,1.00,23.60
81.150,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,1.00,23.60
81.329,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,1.00,23.60
81.480,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,1.00,23.60
81.630,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,0.99,23.60
81.779,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,0.99,23.70
81.929,0.01,202.39,14880.00,125.15,2.55,210.20,20.00,0.99,23.70
82.080,0.01,202.75,14880.00,125.15,2.55,210.20,20.00,0.99,23.70
82.230,0.01,202.75,14840.00,125.15,2.55,210.20,20.00,0.99,23.70
82.380,0.01,202.75,14840.00,125.15,2.55,210.20,20.00,0.99,23.70
82.530,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.99,23.70
82.679,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.99,23.70
82.829,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.99,23.70
82.979,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.97,23.70
83.130,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.97,23.50
83.279,0.01,202.75,14840.00,125.15,2.52,210.20,20.00,0.97,23.50
83.430,0.01,203.11,14840.00,125.15,2.52,210.20,20.00,0.97,23.50
83.580,0.01,203.11,14880.00,125.15,2.52,210.20,20.00,0.97,23.50
83.760,0.01,203.11,14880.00,125.15,2.52,210.20,20.00,0.97,23.50
83.910,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.50
84.060,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.50
84.210,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.50
84.360,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.50
84.510,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.10
84.660,0.01,203.11,14880.00,125.15,2.55,210.20,20.00,0.97,23.10
84.810,0.01,203.47,14880.00,125.15,2.55,210.20,20.00,0.97,23.10
84.960,0.01,203.47,14880.00,125.15,2.55,210.20,20.00,0.97,23.10
85.110,0.01,203.47,14880.00,126.50,2.55,210.20,20.00,0.97,23.10
85.290,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.97,23.10
85.440,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.97,23.10
85.590,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.97,23.10
85.740,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.99,23.10
85.890,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.99,22.90
86.040,0.01,203.47,14880.00,126.50,2.45,210.20,20.00,0.99,22.90
86.190,0.01,203.83,14880.00,126.50,2.45,210.20,20.00,0.99,22.90
86.340,0.01,203.83,14900.00,126.50,2.45,210.20,20.00,0.99,22.90
86.490,0.01,203.83,14900.00,126.50,2.45,210.20,20.00,0.99,22.90
86.640,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,0.99,22.90
86.790,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,0.99,22.90
86.940,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,0.99,22.90
87.090,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,1.03,22.90
87.240,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,1.03,23.50
87.390,0.01,203.83,14900.00,126.50,2.53,210.20,20.00,1.03,23.50
87.540,0.01,204.19,14900.00,126.50,2.53,210.20,20.00,1.03,23.50
87.720,0.01,204.19,14820.00,126.50,2.53,210.20,20.00,1.03,23.50
87.870,0.01,204.19,14820.00,126.50,2.53,210.20,20.00,1.03,23.50
88.020,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.03,23.50
88.170,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.03,23.50
88.320,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.03,23.50
88.470,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.06,23.50
88.620,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.06,23.90
88.770,0.01,204.19,14820.00,126.50,2.50,210.20,20.00,1.06,23.90
88.920,0.01,204.55,14820.00,126.50,2.50,210.20,20.00,1.06,23.90
89.070,0.01,204.55,14900.00,126.50,2.50,210.20,20.00,1.06,23.90
89.220,0.01,204.55,14900.00,126.50,2.50,210.20,20.00,1.06,23.90
89.370,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.06,23.90
89.520,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.06,23.90
89.670,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.06,23.90
89.820,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.05,23.90
89.970,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.05,24.10
90.152,0.01,204.55,14900.00,126.50,2.41,210.20,20.00,1.05,24.10
90.300,0.01,204.91,14900.00,126.50,2.41,210.20,20.00,1.05,24.10
90.452,0.01,204.91,14900.00,126.50,2.41,210.20,20.00,1.05,24.10
90.600,0.01,204.91,14900.00,126.50,2.41,210.20,20.00,1.05,24.10
90.752,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.05,24.10
90.900,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.05,24.10
91.052,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.05,24.10
91.200,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.03,24.10
91.352,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.03,23.70
91.500,0.01,204.91,14900.00,126.50,2.49,210.20,20.00,1.03,23.70
91.652,0.01,205.27,14900.00,126.50,2.49,210.20,20.00,1.03,23.70
91.800,0.01,205.27,14880.00,126.50,2.49,210.20,20.00,1.03,23.70
91.952,0.01,205.27,14880.00,126.50,2.49,210.20,20.00,1.03,23.70
92.100,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.03,23.70
92.252,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.03,23.70
92.400,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.03,23.70
92.552,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.01,23.70
92.729,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.01,30.60
92.880,0.01,205.27,14880.00,126.50,2.41,210.20,20.00,1.01,30.60
93.030,0.01,205.63,14880.00,126.50,2.41,210.20,20.00,1.01,30.60
93.180,0.01,205.63,14880.00,126.50,2.41,210.20,20.00,1.01,30.60
93.330,0.01,205.63,14880.00,126.50,2.41,210.20,20.00,1.01,30.60
93.480,0.01,205.63,14880.00,126.50,2.59,210.20,20.00,1.01,30.60
93.630,0.01,205.63,14880.00,126.50,2.59,210.20,20.00,1.01,30.60
93.780,0.01,205.63,14880.00,126.50,2.59,210.20,24.00,1.01,30.60
93.930,0.01,205.63,14880.00,126.50,2.59,210.20,24.00,1.03,30.60
94.110,0.01,205.63,14880.00,126.50,2.59,210.20,24.00,1.03,22.30
94.260,0.02,205.63,14880.00,126.50,2.59,210.20,24.00,1.03,22.30
94.410,0.02,205.99,14880.00,126.50,2.59,210.20,24.00,1.03,22.30
94.560,0.02,205.99,14940.00,126.50,2.59,210.20,24.00,1.03,22.30
94.710,0.02,205.99,14940.00,126.50,2.59,210.20,24.00,1.03,22.30
94.860,0.02,205.99,14940.00,126.50,2.53,210.20,24.00,1.03,22.30
95.010,0.02,205.99,14940.00,126.50,2.53,210.20,24.00,1.03,22.30
95.160,0.02,205.99,14940.00,126.50,2.53,210.20,20.00,1.03,22.30
95.310,0.02,205.99,14940.00,126.50,2.53,210.20,20.00,1.02,22.30
95.460,0.02,205.99,14940.00,126.50,2.53,210.20,20.00,1.02,24.80
95.610,0.01,205.99,14940.00,126.50,2.53,210.20,20.00,1.02,24.80
95.760,0.01,206.35,14940.00,126.50,2.53,210.20,20.00,1.02,24.80
95.910,0.01,206.35,14960.00,126.50,2.53,210.20,20.00,1.02,24.80
96.060,0.01,206.35,14960.00,126.50,2.53,210.20,20.00,1.02,24.80
96.210,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,1.02,24.80
96.360,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,1.02,24.80
96.510,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,1.02,24.80
96.690,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,0.99,24.80
96.840,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,0.99,40.40
96.990,0.01,206.35,14960.00,126.50,2.50,210.20,20.00,0.99,40.40
97.140,0.01,206.53,14960.00,126.50,2.50,210.20,20.00,0.99,40.40
97.290,0.01,206.53,14880.00,126.50,2.50,210.20,20.00,0.99,40.40
97.440,0.01,206.53,14880.00,126.50,2.50,210.20,20.00,0.99,40.40
97.590,0.01,206.53,14880.00,126.50,2.57,210.20,20.00,0.99,40.40
97.740,0.01,206.53,14880.00,126.50,2.57,210.20,20.00,0.99,40.40
97.890,0.01,206.53,14880.00,126.50,2.57,210.20,32.00,0.99,40.40
98.040,0.01,206.53,14880.00,126.50,2.57,210.20,32.00,1.02,40.40
98.190,0.01,206.53,14880.00,126.50,2.57,210.20,32.00,1.02,23.20
98.340,0.04,206.53,14880.00,126.50,2.57,210.20,32.00,1.02,23.20
98.490,0.04,206.89,14880.00,126.50,2.57,210.20,32.00,1.02,23.20
98.640,0.04,206.89,14940.00,126.50,2.57,210.20,32.00,1.02,23.20
98.790,0.04,206.89,14940.00,126.50,2.57,210.20,32.00,1.02,23.20
98.940,0.04,206.89,14940.00,126.50,2.63,210.20,32.00,1.02,23.20
99.120,0.04,206.89,14940.00,126.50,2.63,210.20,32.00,1.02,23.20
99.270,0.04,206.89,14940.00,126.50,2.63,210.20,28.00,1.02,23.20
99.420,0.04,206.89,14940.00,126.50,2.63,210.20,28.00,0.93,23.20
99.570,0.04,206.89,14940.00,126.50,2.63,210.20,28.00,0.93,27.20
99.720,0.03,206.89,14940.00,126.50,2.63,210.20,28.00,0.93,27.20
99.870,0.03,206.89,14940.00,126.50,2.63,210.20,28.00,0.93,27.20
100.020,0.03,206.89,14900.00,126.50,2.63,210.20,28.00,0.93,27.20
100.170,0.03,206.89,14900.00,126.50,2.63,210.20,28.00,0.93,27.20
100.320,0.03,206.89,14900.00,126.50,2.50,210.20,28.00,0.93,27.20
100.470,0.03,206.89,14900.00,126.50,2.50,210.20,28.00,0.93,27.20
100.652,0.03,206.89,14900.00,126.50,2.50,210.20,24.00,0.93,27.20
100.800,0.03,206.89,14900.00,126.50,2.50,210.20,24.00,1.00,27.20
100.952,0.03,206.89,14900.00,126.50,2.50,210.20,24.00,1.00,25.10
101.100,0.02,206.89,14900.00,126.50,2.50,210.20,24.00,1.00,25.10
101.252,0.02,207.07,14900.00,126.50,2.50,210.20,24.00,1.00,25.10
101.400,0.02,207.07,14940.00,126.50,2.50,210.20,24.00,1.00,25.10
101.552,0.02,207.07,14940.00,126.50,2.50,210.20,24.00,1.00,25.10
101.700,0.02,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.10
101.852,0.02,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.10
102.000,0.02,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.10
102.152,0.02,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.10
102.300,0.02,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.40
102.453,0.01,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.40
102.600,0.01,207.07,14940.00,126.50,2.52,210.20,24.00,1.00,25.40
102.752,0.01,207.07,14840.00,126.50,2.52,210.20,24.00,1.00,25.40
102.900,0.01,207.07,14840.00,126.50,2.52,210.20,24.00,1.00,25.40
103.080,0.01,207.07,14840.00,126.50,2.59,210.20,24.00,1.00,25.40
103.230,0.01,207.07,14840.00,126.50,2.59,210.20,24.00,1.00,25.40
103.380,0.01,207.07,14840.00,126.50,2.59,210.20,48.00,1.00,25.40
103.530,0.01,207.07,14840.00,126.50,2.59,210.20,48.00,1.01,25.40
103.680,0.01,207.07,14840.00,126.50,2.59,210.20,48.00,1.01,62.90
103.830,0.05,207.07,14840.00,126.50,2.59,210.20,48.00,1.01,62.90
103.980,0.05,207.07,14840.00,126.50,2.59,210.20,48.00,1.01,62.90
104.130,0.05,207.07,14960.00,126.50,2.59,210.20,48.00,1.01,62.90
