Time,"Boost pressure","Coolant temperature","Current battery voltage","Intake air temperature","Oil pressure","Oil temperature","Air mass flow","Lambda actual value","Target air mass flow"
138.390,0.25,201.67,14900.00,122.45,4.57,215.60,160.00,1.00,163.40
138.540,0.25,201.67,14900.00,122.45,4.57,215.60,160.00,1.00,163.40
138.690,0.25,201.67,14900.00,122.45,4.57,215.60,160.00,1.00,163.40
138.840,0.25,201.67,14900.00,122.45,4.51,215.60,160.00,1.00,163.40
138.990,0.25,201.67,14900.00,122.45,4.51,215.60,160.00,1.00,163.40
139.140,0.25,201.67,14900.00,122.45,4.51,215.60,20.00,1.00,163.40
139.290,0.25,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,163.40
139.440,0.25,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,21.00
139.590,0.12,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,21.00
139.740,0.12,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,21.00
139.890,0.12,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,21.00
140.070,0.12,201.67,14900.00,122.45,4.51,215.60,20.00,0.95,21.00
140.220,0.12,201.67,14900.00,122.45,3.03,215.60,20.00,0.95,21.00
140.430,0.12,201.67,14900.00,122.45,3.03,215.60,20.00,0.95,21.00
140.610,0.12,201.67,14900.00,122.45,3.03,215.60,20.00,0.95,21.00
140.820,0.12,201.67,14900.00,122.45,3.03,215.60,20.00,11.22,21.00
140.970,0.12,201.67,14900.00,122.45,3.03,215.60,20.00,11.22,20.30
141.180,0.05,201.67,14900.00,122.45,3.03,215.60,20.00,11.22,20.30
141.360,0.05,201.85,14900.00,122.45,3.03,215.60,20.00,11.22,20.30
141.510,0.05,201.85,14940.00,122.45,3.03,215.60,20.00,11.22,20.30
141.720,0.05,201.85,14940.00,122.45,3.03,215.60,20.00,11.22,20.30
141.870,0.05,201.85,14940.00,122.45,2.73,215.60,20.00,11.22,20.30
142.020,0.05,201.85,14940.00,122.45,2.73,215.60,20.00,11.22,20.30
142.169,0.05,201.85,14940.00,122.45,2.73,215.60,16.00,11.22,20.30
142.320,0.05,201.85,14940.00,122.45,2.73,215.60,16.00,16.00,20.30
142.470,0.05,201.85,14940.00,122.45,2.73,215.60,16.00,16.00,19.70
142.652,0.04,201.85,14940.00,122.45,2.73,215.60,16.00,16.00,19.70
142.800,0.04,201.67,14940.00,122.45,2.73,215.60,16.00,16.00,19.70
142.952,0.04,201.67,14900.00,122.45,2.73,215.60,16.00,16.00,19.70
143.100,0.04,201.67,14900.00,123.80,2.73,215.60,16.00,16.00,19.70
143.252,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.70
143.400,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.70
143.552,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.70
143.700,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.70
143.852,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.00
144.030,0.04,201.67,14900.00,123.80,2.69,215.60,16.00,16.00,19.00
144.180,0.04,201.49,14900.00,123.80,2.69,215.60,16.00,16.00,19.00
144.330,0.04,201.49,14940.00,123.80,2.69,215.60,16.00,16.00,19.00
144.479,0.04,201.49,14940.00,123.80,2.69,215.60,16.00,16.00,19.00
144.630,0.04,201.49,14940.00,123.80,2.66,215.60,16.00,16.00,19.00
144.780,0.04,201.49,14940.00,123.80,2.66,213.80,16.00,16.00,19.00
144.930,0.04,201.49,14940.00,123.80,2.66,213.80,16.00,16.00,19.00
145.080,0.04,201.49,14940.00,123.80,2.66,213.80,16.00,16.00,19.00
145.230,0.04,201.49,14940.00,123.80,2.66,213.80,16.00,16.00,18.50
145.379,0.03,201.49,14940.00,123.80,2.66,213.80,16.00,16.00,18.50
145.530,0.03,200.95,14940.00,123.80,2.66,213.80,16.00,16.00,18.50
145.680,0.03,200.95,14880.00,123.80,2.66,213.80,16.00,16.00,18.50
145.830,0.03,200.95,14880.00,123.80,2.66,213.80,16.00,16.00,18.50
145.980,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.50
146.130,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.50
146.280,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.50
146.430,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.50
146.610,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.00
146.760,0.03,200.95,14880.00,123.80,2.62,213.80,16.00,16.00,18.00
146.910,0.03,200.23,14880.00,123.80,2.62,213.80,16.00,16.00,18.00
147.060,0.03,200.23,14940.00,123.80,2.62,213.80,16.00,16.00,18.00
147.210,0.03,200.23,14940.00,123.80,2.62,213.80,16.00,16.00,18.00
147.359,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,18.00
147.510,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,18.00
147.660,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,18.00
147.810,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,18.00
147.960,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,17.50
148.110,0.03,200.23,14940.00,123.80,2.52,213.80,16.00,16.00,17.50
148.260,0.03,199.51,14940.00,123.80,2.52,213.80,16.00,16.00,17.50
148.410,0.03,199.51,14880.00,123.80,2.52,213.80,16.00,16.00,17.50
148.560,0.03,199.51,14880.00,123.80,2.52,213.80,16.00,16.00,17.50
148.710,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,17.50
148.860,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,17.50
149.040,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,17.50
149.190,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,17.50
149.340,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,16.50
149.489,0.03,199.51,14880.00,123.80,2.44,213.80,16.00,16.00,16.50
149.639,0.03,198.61,14880.00,123.80,2.44,213.80,16.00,16.00,16.50
149.790,0.03,198.61,14880.00,123.80,2.44,213.80,16.00,16.00,16.50
149.940,0.03,198.61,14880.00,123.80,2.44,213.80,16.00,16.00,16.50
150.090,0.03,198.61,14880.00,123.80,2.46,213.80,16.00,16.00,16.50
150.240,0.03,198.61,14880.00,123.80,2.46,213.80,16.00,16.00,16.50
150.390,0.03,198.61,14880.00,123.80,2.46,213.80,20.00,16.00,16.50
150.570,0.03,198.61,14880.00,123.80,2.46,213.80,20.00,1.11,16.50
150.752,0.03,198.61,14880.00,123.80,2.46,213.80,20.00,1.11,20.70
150.899,0.03,198.61,14880.00,123.80,2.46,213.80,20.00,1.11,20.70
151.052,0.03,197.89,14880.00,123.80,2.46,213.80,20.00,1.11,20.70
151.200,0.03,197.89,14880.00,123.80,2.46,213.80,20.00,1.11,20.70
151.352,0.03,197.89,14880.00,123.80,2.46,213.80,20.00,1.11,20.70
151.500,0.03,197.89,14880.00,123.80,2.58,213.80,20.00,1.11,20.70
151.652,0.03,197.89,14880.00,123.80,2.58,213.80,20.00,1.11,20.70
151.800,0.03,197.89,14880.00,123.80,2.58,213.80,16.00,1.11,20.70
151.952,0.03,197.89,14880.00,123.80,2.58,213.80,16.00,0.91,20.70
152.100,0.03,197.89,14880.00,123.80,2.58,213.80,16.00,0.91,18.80
152.252,0.02,197.89,14880.00,123.80,2.58,213.80,16.00,0.91,18.80
152.400,0.02,197.17,14880.00,123.80,2.58,213.80,16.00,0.91,18.80
152.552,0.02,197.17,14880.00,123.80,2.58,213.80,16.00,0.91,18.80
152.700,0.02,197.17,14880.00,123.80,2.58,213.80,16.00,0.91,18.80
152.880,0.02,197.17,14880.00,123.80,2.45,213.80,16.00,0.91,18.80
153.030,0.02,197.17,14880.00,123.80,2.45,212.00,16.00,0.91,18.80
153.180,0.02,197.17,14880.00,123.80,2.45,212.00,16.00,0.91,18.80
153.330,0.02,197.17,14880.00,123.80,2.45,212.00,16.00,0.89,18.80
153.480,0.02,197.17,14880.00,123.80,2.45,212.00,16.00,0.89,16.80
153.630,0.02,197.17,14880.00,123.80,2.45,212.00,16.00,0.89,16.80
153.780,0.02,196.81,14880.00,123.80,2.45,212.00,16.00,0.89,16.80
153.930,0.02,196.81,14900.00,123.80,2.45,212.00,16.00,0.89,16.80
154.080,0.02,196.81,14900.00,123.80,2.45,212.00,16.00,0.89,16.80
154.230,0.02,196.81,14900.00,123.80,2.46,212.00,16.00,0.89,16.80
154.410,0.02,196.81,14900.00,123.80,2.46,212.00,16.00,0.89,16.80
154.560,0.02,196.81,14900.00,123.80,2.46,212.00,12.00,0.89,16.80
154.710,0.02,196.81,14900.00,123.80,2.46,212.00,12.00,0.88,16.80
154.860,0.02,196.81,14900.00,123.80,2.46,212.00,12.00,0.88,14.60
155.010,0.01,196.81,14900.00,123.80,2.46,212.00,12.00,0.88,14.60
155.160,0.01,196.63,14900.00,123.80,2.46,212.00,12.00,0.88,14.60
155.310,0.01,196.63,14880.00,123.80,2.46,212.00,12.00,0.88,14.60
155.460,0.01,196.63,14880.00,125.15,2.46,212.00,12.00,0.88,14.60
155.610,0.01,196.63,14880.00,125.15,2.47,212.00,12.00,0.88,14.60
155.760,0.01,196.63,14880.00,125.15,2.47,212.00,12.00,0.88,14.60
155.910,0.01,196.63,14880.00,125.15,2.47,212.00,16.00,0.88,14.60
156.060,0.01,196.63,14880.00,125.15,2.47,212.00,16.00,0.89,14.60
156.210,0.01,196.63,14880.00,125.15,2.47,212.00,16.00,0.89,15.80
156.360,0.01,196.63,14880.00,125.15,2.47,212.00,16.00,0.89,15.80
156.510,0.01,196.63,14880.00,125.15,2.47,212.00,16.00,0.89,15.80
156.660,0.01,196.63,14900.00,125.15,2.47,212.00,16.00,0.89,15.80
156.840,0.01,196.63,14900.00,125.15,2.47,212.00,16.00,0.89,15.80
156.990,0.01,196.63,14900.00,125.15,2.57,212.00,16.00,0.89,15.80
157.140,0.01,196.63,14900.00,125.15,2.57,212.00,16.00,0.89,15.80
157.290,0.01,196.63,14900.00,125.15,2.57,212.00,100.00,0.89,15.80
157.440,0.01,196.63,14900.00,125.15,2.57,212.00,100.00,0.95,15.80
157.590,0.01,196.63,14900.00,125.15,2.57,212.00,100.00,0.95,66.00
157.740,0.11,196.63,14900.00,125.15,2.57,212.00,100.00,0.95,66.00
157.890,0.11,196.99,14900.00,125.15,2.57,212.00,100.00,0.95,66.00
158.040,0.11,196.99,14900.00,125.15,2.57,212.00,100.00,0.95,66.00
158.190,0.11,196.99,14900.00,123.80,2.57,212.00,100.00,0.95,66.00
158.340,0.11,196.99,14900.00,123.80,2.61,212.00,100.00,0.95,66.00
158.490,0.11,196.99,14900.00,123.80,2.61,212.00,100.00,0.95,66.00
158.640,0.11,196.99,14900.00,123.80,2.61,212.00,108.00,0.95,66.00
158.790,0.11,196.99,14900.00,123.80,2.61,212.00,108.00,0.92,66.00
158.940,0.11,196.99,14900.00,123.80,2.61,212.00,108.00,0.92,25.50
159.090,0.14,196.99,14900.00,123.80,2.61,212.00,108.00,0.92,25.50
159.270,0.14,197.35,14900.00,123.80,2.61,212.00,108.00,0.92,25.50
159.420,0.14,197.35,14880.00,123.80,2.61,212.00,108.00,0.92,25.50
159.570,0.14,197.35,14880.00,123.80,2.61,212.00,108.00,0.92,25.50
159.720,0.14,197.35,14880.00,123.80,2.51,212.00,108.00,0.92,25.50
159.870,0.14,197.35,14880.00,123.80,2.51,212.00,108.00,0.92,25.50
160.020,0.14,197.35,14880.00,123.80,2.51,212.00,12.00,0.92,25.50
160.170,0.14,197.35,14880.00,123.80,2.51,212.00,12.00,0.98,25.50
160.320,0.14,197.35,14880.00,123.80,2.51,212.00,12.00,0.98,15.30
160.470,0.04,197.35,14880.00,123.80,2.51,212.00,12.00,0.98,15.30
160.620,0.04,197.71,14880.00,123.80,2.51,212.00,12.00,0.98,15.30
160.770,0.04,197.71,14900.00,123.80,2.51,212.00,12.00,0.98,15.30
160.920,0.04,197.71,14900.00,123.80,2.51,212.00,12.00,0.98,15.30
161.070,0.04,197.71,14900.00,123.80,2.68,212.00,12.00,0.98,15.30
161.220,0.04,197.71,14900.00,123.80,2.68,212.00,12.00,0.98,15.30
161.370,0.04,197.71,14900.00,123.80,2.68,212.00,96.00,0.98,15.30
161.520,0.04,197.71,14900.00,123.80,2.68,212.00,96.00,0.94,15.30
161.670,0.04,197.71,14900.00,123.80,2.68,212.00,96.00,0.94,127.00
161.852,0.09,197.71,14900.00,123.80,2.68,212.00,96.00,0.94,127.00
162.000,0.09,198.25,14900.00,123.80,2.68,212.00,96.00,0.94,127.00
162.150,0.09,198.25,14940.00,123.80,2.68,212.00,96.00,0.94,127.00
162.300,0.09,198.25,14940.00,123.80,2.68,212.00,96.00,0.94,127.00
162.452,0.09,198.25,14940.00,123.80,4.34,212.00,96.00,0.94,127.00
162.600,0.09,198.25,14940.00,123.80,4.34,212.00,96.00,0.94,127.00
162.752,0.09,198.25,14940.00,123.80,4.34,212.00,192.00,0.94,127.00
162.900,0.09,198.25,14940.00,123.80,4.34,212.00,192.00,0.97,127.00
163.052,0.09,198.25,14940.00,123.80,4.34,212.00,192.00,0.97,212.80
163.230,0.19,198.25,14940.00,123.80,4.34,212.00,192.00,0.97,212.80
163.380,0.19,198.97,14940.00,123.80,4.34,212.00,192.00,0.97,212.80
163.530,0.19,198.97,14840.00,123.80,4.34,212.00,192.00,0.97,212.80
163.680,0.19,198.97,14840.00,122.45,4.34,212.00,192.00,0.97,212.80
163.830,0.19,198.97,14840.00,122.45,4.27,212.00,192.00,0.97,212.80
163.980,0.19,198.97,14840.00,122.45,4.27,212.00,192.00,0.97,212.80
164.130,0.19,198.97,14840.00,122.45,4.27,212.00,216.00,0.97,212.80
164.280,0.19,198.97,14840.00,122.45,4.27,212.00,216.00,1.01,212.80
164.430,0.19,198.97,14840.00,122.45,4.27,212.00,216.00,1.01,235.60
164.580,0.20,198.97,14840.00,122.45,4.27,212.00,216.00,1.01,235.60
164.730,0.20,199.51,14840.00,122.45,4.27,212.00,216.00,1.01,235.60
164.880,0.20,199.51,14840.00,122.45,4.27,212.00,216.00,1.01,235.60
165.030,0.20,199.51,14840.00,122.45,4.27,212.00,216.00,1.01,235.60
165.180,0.20,199.51,14840.00,122.45,5.35,212.00,216.00,1.01,235.60
165.330,0.20,199.51,14840.00,122.45,5.35,213.80,216.00,1.01,235.60
165.480,0.20,199.51,14840.00,122.45,5.35,213.80,276.00,1.01,235.60
165.629,0.20,199.51,14840.00,122.45,5.35,213.80,276.00,0.98,235.60
165.810,0.20,199.51,14840.00,122.45,5.35,213.80,276.00,0.98,240.80
165.960,0.33,199.51,14840.00,122.45,5.35,213.80,276.00,0.98,240.80
166.110,0.33,200.23,14840.00,122.45,5.35,213.80,276.00,0.98,240.80
166.260,0.33,200.23,14880.00,122.45,5.35,213.80,276.00,0.98,240.80
166.409,0.33,200.23,14880.00,122.45,5.35,213.80,276.00,0.98,240.80
166.561,0.33,200.23,14880.00,122.45,5.23,213.80,276.00,0.98,240.80
166.710,0.33,200.23,14880.00,122.45,5.23,213.80,276.00,0.98,240.80
166.859,0.33,200.23,14880.00,122.45,5.23,213.80,296.00,0.98,240.80
167.010,0.33,200.23,14880.00,122.45,5.23,213.80,296.00,1.00,240.80
167.160,0.33,200.23,14880.00,122.45,5.23,213.80,296.00,1.00,326.10
167.310,0.65,200.23,14880.00,122.45,5.23,213.80,296.00,1.00,326.10
167.460,0.65,201.49,14880.00,122.45,5.23,213.80,296.00,1.00,326.10
167.610,0.65,201.49,14880.00,122.45,5.23,213.80,296.00,1.00,326.10
167.760,0.65,201.49,14880.00,121.10,5.23,213.80,296.00,1.00,326.10
167.910,0.65,201.49,14880.00,121.10,5.48,213.80,296.00,1.00,326.10
168.060,0.65,201.49,14880.00,121.10,5.48,215.60,296.00,1.00,326.10
168.240,0.65,201.49,14880.00,121.10,5.48,215.60,352.00,1.00,326.10
168.390,0.65,201.49,14880.00,121.10,5.48,215.60,352.00,1.00,326.10
168.539,0.65,201.49,14880.00,121.10,5.48,215.60,352.00,1.00,188.80
168.689,0.55,201.49,14880.00,121.10,5.48,215.60,352.00,1.00,188.80
168.840,0.55,202.75,14880.00,121.10,5.48,215.60,352.00,1.00,188.80
168.990,0.55,202.75,14880.00,121.10,5.48,215.60,352.00,1.00,188.80
169.139,0.55,202.75,14880.00,121.10,5.48,215.60,352.00,1.00,188.80
169.290,0.55,202.75,14880.00,121.10,5.51,215.60,352.00,1.00,188.80
169.440,0.55,202.75,14880.00,121.10,5.51,215.60,352.00,1.00,188.80
169.589,0.55,202.75,14880.00,121.10,5.51,215.60,292.00,1.00,188.80
169.770,0.55,202.75,14880.00,121.10,5.51,215.60,292.00,0.99,188.80
169.920,0.55,202.75,14880.00,121.10,5.51,215.60,292.00,0.99,292.40
170.070,0.45,202.75,14880.00,121.10,5.51,215.60,292.00,0.99,292.40
170.219,0.45,204.37,14880.00,121.10,5.51,215.60,292.00,0.99,292.40
170.369,0.45,204.37,14900.00,121.10,5.51,215.60,292.00,0.99,292.40
170.520,0.45,204.37,14900.00,121.10,5.51,215.60,292.00,0.99,292.40
170.670,0.45,204.37,14900.00,121.10,5.45,215.60,292.00,0.99,292.40
170.820,0.45,204.37,14900.00,121.10,5.45,217.40,292.00,0.99,292.40
170.970,0.45,204.37,14900.00,121.10,5.45,217.40,284.00,0.99,292.40
171.120,0.45,204.37,14900.00,121.10,5.45,217.40,284.00,0.99,292.40
171.270,0.45,204.37,14900.00,121.10,5.45,217.40,284.00,0.99,266.20
171.420,0.34,204.37,14900.00,121.10,5.45,217.40,284.00,0.99,266.20
171.570,0.34,205.63,14900.00,121.10,5.45,217.40,284.00,0.99,266.20
171.720,0.34,205.63,14880.00,121.10,5.45,217.40,284.00,0.99,266.20
171.870,0.34,205.63,14880.00,121.10,5.45,217.40,284.00,0.99,266.20
172.020,0.34,205.63,14880.00,121.10,5.29,217.40,284.00,0.99,266.20
172.230,0.34,205.63,14880.00,121.10,5.29,217.40,284.00,0.99,266.20
172.380,0.34,205.63,14880.00,121.10,5.29,217.40,224.00,0.99,266.20
172.530,0.34,205.63,14880.00,121.10,5.29,217.40,224.00,1.00,266.20
172.680,0.34,205.63,14880.00,121.10,5.29,217.40,224.00,1.00,230.10
172.830,0.30,205.63,14880.00,121.10,5.29,217.40,224.00,1.00,230.10
172.980,0.30,206.53,14880.00,121.10,5.29,217.40,224.00,1.00,230.10
173.130,0.30,206.53,14880.00,121.10,5.29,217.40,224.00,1.00,230.10
173.280,0.30,206.53,14880.00,121.10,5.29,217.40,224.00,1.00,230.10
173.430,0.30,206.53,14880.00,121.10,5.31,217.40,224.00,1.00,230.10
173.610,0.30,206.53,14880.00,121.10,5.31,219.20,224.00,1.00,230.10
173.760,0.30,206.53,14880.00,121.10,5.31,219.20,224.00,1.00,230.10
173.909,0.30,206.53,14880.00,121.10,5.31,219.20,224.00,0.99,230.10
174.060,0.30,206.53,14880.00,121.10,5.31,219.20,224.00,0.99,205.80
174.210,0.22,206.53,14880.00,121.10,5.31,219.20,224.00,0.99,205.80
174.360,0.22,206.71,14880.00,121.10,5.31,219.20,224.00,0.99,205.80
174.510,0.22,206.71,14880.00,121.10,5.31,219.20,224.00,0.99,205.80
174.660,0.22,206.71,14880.00,121.10,5.31,219.20,224.00,0.99,205.80
174.810,0.22,206.71,14880.00,121.10,5.20,219.20,224.00,0.99,205.80
174.960,0.22,206.71,14880.00,121.10,5.20,219.20,224.00,0.99,205.80
175.110,0.22,206.71,14880.00,121.10,5.20,219.20,180.00,0.99,205.80
175.260,0.22,206.71,14880.00,121.10,5.20,219.20,180.00,1.00,205.80
175.409,0.22,206.71,14880.00,121.10,5.20,219.20,180.00,1.00,178.80
175.560,0.20,206.71,14880.00,121.10,5.20,219.20,180.00,1.00,178.80
175.711,0.20,205.99,14880.00,121.10,5.20,219.20,180.00,1.00,178.80
175.860,0.20,205.99,14820.00,121.10,5.20,219.20,180.00,1.00,178.80
176.040,0.20,205.99,14820.00,121.10,5.20,219.20,180.00,1.00,178.80
176.190,0.20,205.99,14820.00,121.10,3.94,219.20,180.00,1.00,178.80
176.340,0.20,205.99,14820.00,121.10,3.94,219.20,180.00,1.00,178.80
176.490,0.20,205.99,14820.00,121.10,3.94,219.20,28.00,1.00,178.80
176.639,0.20,205.99,14820.00,121.10,3.94,219.20,28.00,1.87,178.80
176.789,0.20,205.99,14820.00,121.10,3.94,219.20,28.00,1.87,30.00
176.939,0.11,205.99,14820.00,121.10,3.94,219.20,28.00,1.87,30.00
177.090,0.11,204.73,14820.00,121.10,3.94,219.20,28.00,1.87,30.00
177.240,0.11,204.73,14880.00,121.10,3.94,219.20,28.00,1.87,30.00
177.390,0.11,204.73,14880.00,121.10,3.94,219.20,28.00,1.87,30.00
177.539,0.11,204.73,14880.00,121.10,2.96,219.20,28.00,1.87,30.00
177.690,0.11,204.73,14880.00,121.10,2.96,219.20,28.00,1.87,30.00
177.839,0.11,204.73,14880.00,121.10,2.96,219.20,28.00,1.87,30.00
177.990,0.11,204.73,14880.00,121.10,2.96,219.20,28.00,16.00,30.00
178.140,0.11,204.73,14880.00,121.10,2.96,219.20,28.00,16.00,29.00
178.290,0.07,204.73,14880.00,121.10,2.96,219.20,28.00,16.00,29.00
178.470,0.07,204.01,14880.00,121.10,2.96,219.20,28.00,16.00,29.00
178.619,0.07,204.01,14940.00,121.10,2.96,219.20,28.00,16.00,29.00
178.769,0.07,204.01,14940.00,122.45,2.96,219.20,28.00,16.00,29.00
178.920,0.07,204.01,14940.00,122.45,2.70,219.20,28.00,16.00,29.00
179.070,0.07,204.01,14940.00,122.45,2.70,217.40,28.00,16.00,29.00
179.220,0.07,204.01,14940.00,122.45,2.70,217.40,24.00,16.00,29.00
179.370,0.07,204.01,14940.00,122.45,2.70,217.40,24.00,16.00,29.00
179.520,0.07,204.01,14940.00,122.45,2.70,217.40,24.00,16.00,27.90
179.670,0.06,204.01,14940.00,122.45,2.70,217.40,24.00,16.00,27.90
179.820,0.06,203.65,14940.00,122.45,2.70,217.40,24.00,16.00,27.90
179.970,0.06,203.65,14900.00,122.45,2.70,217.40,24.00,16.00,27.90
180.120,0.06,203.65,14900.00,122.45,2.70,217.40,24.00,16.00,27.90
180.300,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,27.90
180.452,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,27.90
180.600,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,27.90
180.752,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,27.90
180.899,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,26.60
181.052,0.06,203.65,14900.00,122.45,2.66,217.40,24.00,16.00,26.60
181.200,0.06,203.29,14900.00,122.45,2.66,217.40,24.00,16.00,26.60
181.352,0.06,203.29,14900.00,122.45,2.66,217.40,24.00,16.00,26.60
181.499,0.06,203.29,14900.00,122.45,2.66,217.40,24.00,16.00,26.60
181.652,0.06,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,26.60
181.800,0.06,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,26.60
181.952,0.06,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,26.60
182.100,0.06,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,26.60
182.252,0.06,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,25.80
182.430,0.05,203.29,14900.00,122.45,2.62,217.40,24.00,16.00,25.80
182.580,0.05,202.93,14900.00,122.45,2.62,217.40,24.00,16.00,25.80
182.730,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
182.880,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
183.030,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
183.180,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
183.330,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
183.480,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,25.80
183.630,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,24.80
183.780,0.05,202.93,14880.00,122.45,2.62,217.40,24.00,16.00,24.80
183.930,0.05,202.57,14880.00,122.45,2.62,217.40,24.00,16.00,24.80
184.080,0.05,202.57,14880.00,122.45,2.62,217.40,24.00,16.00,24.80
184.230,0.05,202.57,14880.00,122.45,2.62,217.40,24.00,16.00,24.80
184.380,0.05,202.57,14880.00,122.45,2.52,217.40,24.00,16.00,24.80
184.530,0.05,202.57,14880.00,122.45,2.52,217.40,24.00,16.00,24.80
184.680,0.05,202.57,14880.00,122.45,2.52,217.40,20.00,16.00,24.80
184.830,0.05,202.57,14880.00,122.45,2.52,217.40,20.00,16.00,24.80
185.010,0.05,202.57,14880.00,122.45,2.52,217.40,20.00,16.00,23.80
185.160,0.05,202.57,14880.00,122.45,2.52,217.40,20.00,16.00,23.80
185.310,0.05,202.21,14880.00,122.45,2.52,217.40,20.00,16.00,23.80
185.460,0.05,202.21,14880.00,122.45,2.52,217.40,20.00,16.00,23.80
185.610,0.05,202.21,14880.00,122.45,2.52,217.40,20.00,16.00,23.80
185.760,0.05,202.21,14880.00,122.45,2.50,217.40,20.00,16.00,23.80
185.910,0.05,202.21,14880.00,122.45,2.50,215.60,20.00,16.00,23.80
186.060,0.05,202.21,14880.00,122.45,2.50,215.60,20.00,16.00,23.80
186.210,0.05,202.21,14880.00,122.45,2.50,215.60,20.00,16.00,23.80
186.360,0.05,202.21,14880.00,122.45,2.50,215.60,20.00,16.00,23.00
186.510,0.05,202.21,14880.00,122.45,2.50,215.60,20.00,16.00,23.00
186.660,0.05,201.67,14880.00,122.45,2.50,215.60,20.00,16.00,23.00
186.810,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.080,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.230,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.380,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.560,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.710,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,23.00
187.860,0.05,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,22.10
188.010,0.04,201.67,14900.00,122.45,2.50,215.60,20.00,16.00,22.10
188.160,0.04,201.13,14900.00,122.45,2.50,215.60,20.00,16.00,22.10
188.310,0.04,201.13,14900.00,122.45,2.50,215.60,20.00,16.00,22.10
188.460,0.04,201.13,14900.00,122.45,2.50,215.60,20.00,16.00,22.10
188.610,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,22.10
188.760,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,22.10
188.910,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,22.10
189.060,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,22.10
189.210,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,21.40
189.360,0.04,201.13,14900.00,122.45,2.47,215.60,20.00,16.00,21.40
189.510,0.04,200.59,14900.00,122.45,2.47,215.60,20.00,16.00,21.40
189.660,0.04,200.59,14880.00,122.45,2.47,215.60,20.00,16.00,21.40
189.810,0.04,200.59,14880.00,123.80,2.47,215.60,20.00,16.00,21.40
189.990,0.04,200.59,14880.00,123.80,2.51,215.60,20.00,16.00,21.40
190.140,0.04,200.59,14880.00,123.80,2.51,215.60,20.00,16.00,21.40
190.290,0.04,200.59,14880.00,123.80,2.51,215.60,20.00,16.00,21.40
