Time,"Oil pressure","Oil temperature","Coolant temperature","Actual speed","Actual gear","Engine speed","Throttle valve angle from potentiometer 1","Air mass flow","Fuel mass flow","Intake air temperature","Lambda actual value","Boost pressure","Boost pressure raw value","Current battery voltage"
658.652,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,32.00,2.10,126.50,0.98,0.02,1.04,13340.00
658.802,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,2.10,126.50,0.98,0.02,1.04,13340.00
658.952,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,0.98,0.02,1.04,13340.00
659.102,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,0.98,0.02,1.04,13340.00
659.252,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.02,1.04,13340.00
659.402,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.04,13340.00
659.552,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13340.00
659.702,2.77,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
659.852,2.84,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.002,2.84,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.152,2.84,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.302,2.84,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.452,2.84,228.20,220.21,0.00,5.00,1626.00,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.602,2.84,228.20,220.21,0.00,5.00,1724.50,16.34,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.752,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,68.00,5.00,126.50,1.00,0.10,1.12,13300.00
660.903,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,5.00,126.50,1.00,0.10,1.12,13300.00
661.052,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,126.50,1.00,0.10,1.12,13300.00
661.202,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,1.00,0.10,1.12,13300.00
661.352,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.12,13300.00
661.502,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.12,13300.00
661.652,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13300.00
661.802,2.84,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
661.952,2.81,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.102,2.81,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.252,2.81,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.402,2.81,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.552,2.81,228.20,220.21,0.00,5.00,1724.50,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.702,2.81,228.20,220.21,0.00,5.00,1766.00,13.17,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
662.852,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,60.00,3.90,125.15,0.98,0.10,1.11,13280.00
663.002,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,3.90,125.15,0.98,0.10,1.11,13280.00
663.152,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,0.98,0.10,1.11,13280.00
663.302,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,0.98,0.10,1.11,13280.00
663.452,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,13280.00
663.602,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,13280.00
663.752,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,13280.00
663.902,2.81,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.052,2.69,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.202,2.69,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.352,2.69,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.502,2.69,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.652,2.69,228.20,220.21,0.00,5.00,1766.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.802,2.69,228.20,220.21,0.00,5.00,1599.00,12.20,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
664.952,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,24.00,1.00,125.15,1.05,0.10,1.11,14100.00
665.102,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.00,125.15,1.05,0.10,1.11,14100.00
665.252,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,1.05,0.10,1.11,14100.00
665.402,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,1.05,0.10,1.11,14100.00
665.552,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.10,1.11,14100.00
665.703,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.11,14100.00
665.852,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,14100.00
666.002,2.69,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.152,2.79,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.303,2.79,228.20,220.21,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.453,2.79,228.20,220.57,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.603,2.79,228.20,220.57,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.752,2.79,228.20,220.57,0.00,5.00,1599.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
666.902,2.79,228.20,220.57,0.00,5.00,1467.00,3.22,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
667.052,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
667.202,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,1.40,125.15,0.99,0.03,1.05,13520.00
667.352,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,125.15,0.99,0.03,1.05,13520.00
667.502,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.99,0.03,1.05,13520.00
667.652,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.03,1.05,13520.00
667.802,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.05,13520.00
667.952,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,13520.00
668.102,2.79,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
668.252,2.69,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
668.402,2.69,228.20,220.57,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
668.552,2.69,228.20,220.75,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
668.702,2.69,228.20,220.75,0.00,5.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
668.852,2.69,228.20,220.75,0.00,4.00,1467.00,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
669.003,2.69,228.20,220.75,0.00,4.00,1284.50,2.59,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
669.152,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
669.302,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
669.453,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,126.50,0.92,0.02,1.04,14520.00
669.602,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.92,0.02,1.04,14520.00
669.752,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.02,1.04,14520.00
669.902,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.04,14520.00
670.052,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14520.00
670.202,2.69,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
670.353,2.67,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
670.502,2.67,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
670.652,2.67,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
670.802,2.67,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
670.952,2.67,228.20,220.75,0.00,4.00,1284.50,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.102,2.67,228.20,220.75,0.00,4.00,1419.00,2.53,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.252,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.402,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.552,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.702,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.97,0.01,1.03,14960.00
671.852,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,14960.00
672.002,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,14960.00
672.152,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,14960.00
672.302,2.67,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
672.452,2.75,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
672.602,2.75,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
672.752,2.75,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
672.902,2.75,228.20,220.75,0.00,4.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
673.052,2.75,228.20,220.75,0.00,3.00,1419.00,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
673.202,2.75,228.20,220.75,0.00,3.00,1560.50,2.91,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
673.352,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,12.00,0.80,127.85,0.99,0.01,1.03,13500.00
673.502,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,0.80,127.85,0.99,0.01,1.03,13500.00
673.652,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,0.99,0.01,1.03,13500.00
673.803,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,0.99,0.01,1.03,13500.00
673.952,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13500.00
674.103,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13500.00
674.252,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13500.00
674.403,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
674.552,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
674.702,2.75,228.20,220.75,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
674.852,2.75,228.20,220.57,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.002,2.75,228.20,220.57,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.152,2.75,228.20,220.57,0.00,3.00,1560.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.302,2.75,228.20,220.57,0.00,3.00,1480.50,8.79,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.452,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,32.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.602,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,2.20,127.85,1.05,0.01,1.03,13380.00
675.752,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,1.05,0.01,1.03,13380.00
675.903,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,1.05,0.01,1.03,13380.00
676.052,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,13380.00
676.202,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,13380.00
676.352,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,13380.00
676.502,2.75,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
676.652,2.62,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
676.803,2.62,228.20,220.57,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
676.952,2.62,228.20,220.39,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.103,2.62,228.20,220.39,0.00,3.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.252,2.62,228.20,220.39,0.00,2.00,1480.50,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.402,2.62,228.20,220.39,0.00,2.00,1365.00,3.03,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.552,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,12.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.702,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.90,127.85,0.96,0.01,1.03,14520.00
677.852,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.96,0.01,1.03,14520.00
678.002,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.96,0.01,1.03,14520.00
678.152,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14520.00
678.302,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14520.00
678.452,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14520.00
678.602,2.62,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
678.752,2.53,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
678.903,2.53,228.20,220.39,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.052,2.53,228.20,220.21,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.202,2.53,228.20,220.21,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.352,2.53,228.20,220.21,0.00,2.00,1365.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.502,2.53,228.20,220.21,0.00,2.00,804.00,2.88,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.652,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.803,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.70,127.85,0.99,0.01,1.03,14000.00
679.953,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,0.99,0.01,1.03,14000.00
680.103,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,0.99,0.01,1.03,14000.00
680.252,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.01,1.03,14000.00
680.403,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.03,14000.00
680.552,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,14000.00
680.702,2.53,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
680.852,2.64,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.002,2.64,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.153,2.64,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.302,2.64,228.20,220.21,0.00,2.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.452,2.64,228.20,220.21,0.00,1.00,804.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.602,2.64,228.20,220.21,0.00,1.00,843.00,3.69,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.752,2.64,228.20,220.21,0.00,1.00,843.00,5.07,8.00,0.80,127.85,1.03,0.00,1.02,13420.00
681.902,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,0.80,127.85,1.03,0.00,1.02,13420.00
682.052,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13420.00
682.203,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13420.00
682.352,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13420.00
682.503,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13420.00
682.652,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13420.00
682.803,2.64,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
682.952,2.69,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.102,2.69,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.252,2.69,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.402,2.69,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.552,2.69,228.20,220.21,0.00,1.00,843.00,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.702,2.69,228.20,220.21,0.00,1.00,1297.50,5.07,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
683.852,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,12.00,1.00,127.85,1.03,0.00,1.02,13360.00
684.002,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,1.00,127.85,1.03,0.00,1.02,13360.00
684.153,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.03,0.00,1.02,13360.00
684.303,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.03,0.00,1.02,13360.00
684.452,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.00,1.02,13360.00
684.602,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.02,13360.00
684.752,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13360.00
684.903,2.69,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.052,2.92,228.20,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.202,2.92,230.00,220.21,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.352,2.92,230.00,220.39,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.502,2.92,230.00,220.39,0.00,1.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.652,2.92,230.00,220.39,0.00,2.00,1297.50,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.802,2.92,230.00,220.39,0.00,2.00,1845.00,14.48,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
685.952,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,52.00,4.20,127.85,1.00,0.06,1.09,13340.00
686.102,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,4.20,127.85,1.00,0.06,1.09,13340.00
686.252,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,127.85,1.00,0.06,1.09,13340.00
686.402,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.00,0.06,1.09,13340.00
686.552,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.06,1.09,13340.00
686.702,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.09,13340.00
686.852,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13340.00
687.002,2.92,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.152,2.90,230.00,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.302,2.90,228.20,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.452,2.90,228.20,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.602,2.90,228.20,220.39,0.00,2.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.752,2.90,228.20,220.39,0.00,3.00,1845.00,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
687.903,2.90,228.20,220.39,0.00,3.00,1705.50,14.11,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
688.052,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,80.00,5.60,126.50,1.01,0.15,1.17,13300.00
688.202,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,5.60,126.50,1.01,0.15,1.17,13300.00
688.352,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,126.50,1.01,0.15,1.17,13300.00
688.503,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,1.01,0.15,1.17,13300.00
688.652,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.15,1.17,13300.00
688.802,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.17,13300.00
688.952,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13300.00
689.102,2.90,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
689.252,2.91,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
689.403,2.91,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
689.552,2.91,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
689.702,2.91,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
689.853,2.91,228.20,220.39,0.00,3.00,1705.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
690.002,2.91,228.20,220.39,0.00,3.00,1539.50,9.73,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
690.152,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,56.00,4.00,125.15,0.98,0.11,1.12,13280.00
690.304,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,4.00,125.15,0.98,0.11,1.12,13280.00
690.452,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,125.15,0.98,0.11,1.12,13280.00
690.602,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.98,0.11,1.12,13280.00
690.752,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.11,1.12,13280.00
690.902,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.12,13280.00
691.052,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13280.00
691.202,2.91,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
691.353,2.68,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
691.502,2.68,228.20,220.39,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
691.652,2.68,228.20,220.57,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
691.802,2.68,228.20,220.57,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
691.952,2.68,228.20,220.57,0.00,3.00,1539.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
692.102,2.68,228.20,220.57,0.00,3.00,1537.50,3.12,12.00,0.90,126.50,0.94,0.03,1.05,13740.00
